Sl No,R2_score,RMSE,Models,Type,R2_score,RMSE,Models,Type,R2_score,RMSE,Models,Type,R2_score,RMSE,Models,Type
580,0.290420206,0.874019376,LR,Testing,0.478203333,0.693838652,LR,Testing,0.868499561,0.710229973,LR,Testing,0.95748492,0.093827148,LR,Testing
581,0.273179817,0.909034526,LR,Testing,0.449224174,0.716434695,LR,Testing,0.873532551,0.70646779,LR,Testing,0.941136511,0.110375824,LR,Testing
582,0.305866191,0.80431187,LR,Testing,0.443720931,0.65749964,LR,Testing,0.870556672,0.719105985,LR,Testing,0.948521326,0.102935616,LR,Testing
583,0.248590691,0.886982525,LR,Testing,0.491048465,0.631530818,LR,Testing,0.872844622,0.681386048,LR,Testing,0.944498615,0.1028011,LR,Testing
584,0.243720256,0.966007442,LR,Testing,0.438160151,0.802192725,LR,Testing,0.860914408,0.747092063,LR,Testing,0.940481765,0.112576806,LR,Testing
585,0.268352665,0.779649807,LR,Testing,0.450985092,0.794976362,LR,Testing,0.868482526,0.73679945,LR,Testing,0.947860594,0.105023661,LR,Testing
586,0.22846046,1.025097586,LR,Testing,0.507684311,0.617882299,LR,Testing,0.877105105,0.702576735,LR,Testing,0.950036082,0.100378073,LR,Testing
587,0.22394642,1.022374894,LR,Testing,0.434556064,0.654555409,LR,Testing,0.859515236,0.735380213,LR,Testing,0.942326159,0.111096117,LR,Testing
588,0.231551839,0.948128002,LR,Testing,0.454114942,0.72003461,LR,Testing,0.855855554,0.747849649,LR,Testing,0.950913634,0.099383751,LR,Testing
589,0.264954071,0.881044033,LR,Testing,0.43666984,0.702544251,LR,Testing,0.87607229,0.703241114,LR,Testing,0.9403333,0.108848752,LR,Testing
590,0.245680499,0.916406109,LR,Testing,0.442852553,0.789419976,LR,Testing,0.879255677,0.710348834,LR,Testing,0.952263625,0.104456346,LR,Testing
591,0.236870205,0.806808715,LR,Testing,0.501542558,0.608792402,LR,Testing,0.876454888,0.722663277,LR,Testing,0.939315507,0.107529391,LR,Testing
592,0.252940271,0.958378467,LR,Testing,0.459723888,0.691993044,LR,Testing,0.868964064,0.727353644,LR,Testing,0.92544049,0.122825603,LR,Testing
593,0.223182532,0.939631472,LR,Testing,0.45724707,0.715177861,LR,Testing,0.859606843,0.738577977,LR,Testing,0.937875271,0.109641861,LR,Testing
594,0.350747079,0.78620029,LR,Testing,0.459094497,0.679557741,LR,Testing,0.868821126,0.711508745,LR,Testing,0.953499676,0.102437228,LR,Testing
595,0.315256652,0.789127761,LR,Testing,0.440942871,0.701791834,LR,Testing,0.860489612,0.736734589,LR,Testing,0.936054512,0.115427366,LR,Testing
596,0.21497407,1.017328521,LR,Testing,0.455309216,0.675590674,LR,Testing,0.87788698,0.69527938,LR,Testing,0.949658052,0.104406,LR,Testing
597,0.275646428,0.916901308,LR,Testing,0.471101429,0.687008277,LR,Testing,0.869569939,0.733188421,LR,Testing,0.948156322,0.108230524,LR,Testing
598,0.319012564,0.770044098,LR,Testing,0.469460397,0.729269832,LR,Testing,0.877852348,0.710406919,LR,Testing,0.940756323,0.113319496,LR,Testing
599,0.353881036,0.696889347,LR,Testing,0.417336618,0.851623851,LR,Testing,0.862012366,0.718574883,LR,Testing,0.943726061,0.111122263,LR,Testing
600,0.283366899,0.799984519,LR,Testing,0.466199063,0.658975877,LR,Testing,0.875260969,0.712982823,LR,Testing,0.946789644,0.106782431,LR,Testing
601,0.73221377,0.558318409,ANN-S,Training,0.726019742,0.488797733,ANN-S,Training,0.971137017,0.341404937,ANN-S,Training,0.99369279,0.036200991,ANN-S,Training
602,0.699072041,0.601146295,ANN-S,Training,0.731130869,0.481249342,ANN-S,Training,0.971370552,0.338001291,ANN-S,Training,0.9943529,0.033816104,ANN-S,Training
603,0.681748339,0.622149041,ANN-S,Training,0.722845414,0.523440705,ANN-S,Training,0.969158546,0.351813219,ANN-S,Training,0.992927551,0.039153825,ANN-S,Training
604,0.715338391,0.567687072,ANN-S,Training,0.716052805,0.514402699,ANN-S,Training,0.969160542,0.351363736,ANN-S,Training,0.994505189,0.033780942,ANN-S,Training
605,0.685127881,0.598143357,ANN-S,Training,0.712632414,0.518899864,ANN-S,Training,0.970192536,0.344639313,ANN-S,Training,0.994769742,0.032902137,ANN-S,Training
606,0.694522466,0.582656007,ANN-S,Training,0.72152724,0.500311172,ANN-S,Training,0.969251823,0.351698831,ANN-S,Training,0.992036727,0.040449869,ANN-S,Training
607,0.700866403,0.556962999,ANN-S,Training,0.746213474,0.469299247,ANN-S,Training,0.969277235,0.352656485,ANN-S,Training,0.993127634,0.038206891,ANN-S,Training
608,0.7051254,0.575880192,ANN-S,Training,0.708732065,0.534048811,ANN-S,Training,0.973528941,0.325632439,ANN-S,Training,0.995122354,0.032039971,ANN-S,Training
609,0.718434185,0.570773286,ANN-S,Training,0.684948552,0.559769156,ANN-S,Training,0.966104598,0.369450435,ANN-S,Training,0.995201273,0.032024383,ANN-S,Training
610,0.661739612,0.608362284,ANN-S,Training,0.710770236,0.521750349,ANN-S,Training,0.967625581,0.362261535,ANN-S,Training,0.992905429,0.038748467,ANN-S,Training
611,0.678473611,0.587656303,ANN-S,Training,0.693949401,0.535560455,ANN-S,Training,0.975062219,0.316620865,ANN-S,Training,0.994088657,0.035373286,ANN-S,Training
612,0.688840611,0.596206749,ANN-S,Training,0.710170574,0.535568022,ANN-S,Training,0.970355701,0.344513616,ANN-S,Training,0.993112999,0.038214547,ANN-S,Training
613,0.66995551,0.603514763,ANN-S,Training,0.703148679,0.541383165,ANN-S,Training,0.967650989,0.364736563,ANN-S,Training,0.994782928,0.033646136,ANN-S,Training
614,0.673105494,0.583356794,ANN-S,Training,0.72330213,0.489655825,ANN-S,Training,0.967214372,0.361786166,ANN-S,Training,0.993291707,0.037504951,ANN-S,Training
615,0.701193543,0.59265096,ANN-S,Training,0.702984151,0.506559665,ANN-S,Training,0.974111979,0.320167631,ANN-S,Training,0.993252411,0.037514209,ANN-S,Training
616,0.680626865,0.564718253,ANN-S,Training,0.702444838,0.542727646,ANN-S,Training,0.971489014,0.337549052,ANN-S,Training,0.992141298,0.040955846,ANN-S,Training
617,0.713955541,0.535884131,ANN-S,Training,0.709805452,0.53762649,ANN-S,Training,0.967262994,0.36421732,ANN-S,Training,0.992673703,0.039157156,ANN-S,Training
618,0.68083062,0.58250365,ANN-S,Training,0.713821938,0.5164638,ANN-S,Training,0.971593064,0.338860673,ANN-S,Training,0.992014825,0.041292264,ANN-S,Training
619,0.680103175,0.593466754,ANN-S,Training,0.709746613,0.526951263,ANN-S,Training,0.964269594,0.37830547,ANN-S,Training,0.994685678,0.033752811,ANN-S,Training
620,0.699188098,0.570492189,ANN-S,Training,0.728905939,0.486990726,ANN-S,Training,0.968922601,0.349971275,ANN-S,Training,0.993049079,0.037679394,ANN-S,Training
621,0.680717422,0.610554035,ANN-S,Training,0.686618572,0.559519841,ANN-S,Training,0.9715679,0.333920268,ANN-S,Training,0.99336584,0.037937928,ANN-S,Training
622,0.68209513,0.57588768,ANN-S,Training,0.722083582,0.514630429,ANN-S,Training,0.973584988,0.324637926,ANN-S,Training,0.994205757,0.035145583,ANN-S,Training
623,0.71339505,0.55485533,ANN-S,Training,0.715641011,0.515518668,ANN-S,Training,0.968801555,0.355034373,ANN-S,Training,0.994003261,0.035992671,ANN-S,Training
624,0.620547847,0.656464241,ANN-S,Training,0.726068389,0.513911695,ANN-S,Training,0.973830415,0.325381281,ANN-S,Training,0.992539298,0.039138237,ANN-S,Training
625,0.693568529,0.593480783,ANN-S,Training,0.725031848,0.512347452,ANN-S,Training,0.969139536,0.353018147,ANN-S,Training,0.992373758,0.03979447,ANN-S,Training
626,0.660315084,0.586717079,ANN-S,Training,0.71289362,0.527564554,ANN-S,Training,0.973655472,0.325270462,ANN-S,Training,0.992645349,0.039158098,ANN-S,Training
627,0.719275027,0.546810298,ANN-S,Training,0.705993028,0.5288576,ANN-S,Training,0.97269205,0.328919242,ANN-S,Training,0.993277415,0.037125476,ANN-S,Training
628,0.665699104,0.623339236,ANN-S,Training,0.711581576,0.513439342,ANN-S,Training,0.970815074,0.339870967,ANN-S,Training,0.994496992,0.033863976,ANN-S,Training
629,0.707514518,0.592996475,ANN-S,Training,0.724598684,0.478274813,ANN-S,Training,0.967094202,0.366639128,ANN-S,Training,0.991233407,0.042645626,ANN-S,Training
630,0.672387613,0.615011242,ANN-S,Training,0.724598684,0.478274813,ANN-S,Training,0.97323099,0.326063949,ANN-S,Training,0.992061616,0.040754754,ANN-S,Training
631,0.43921497,0.695280067,ANN-S,Testing,0.667722218,0.611244873,ANN-S,Testing,0.958991627,0.399482552,ANN-S,Testing,0.992364295,0.040860485,ANN-S,Testing
632,0.676196032,0.494896982,ANN-S,Testing,0.611287663,0.67045582,ANN-S,Testing,0.968196863,0.358050055,ANN-S,Testing,0.989816902,0.048667652,ANN-S,Testing
633,0.626538659,0.510705873,ANN-S,Testing,0.679812055,0.499901218,ANN-S,Testing,0.959878306,0.39850661,ANN-S,Testing,0.989813809,0.044177172,ANN-S,Testing
634,0.591533441,0.627102142,ANN-S,Testing,0.671334211,0.558888532,ANN-S,Testing,0.957728473,0.41105077,ANN-S,Testing,0.99085658,0.044744106,ANN-S,Testing
635,0.578382926,0.632965697,ANN-S,Testing,0.707238925,0.523293115,ANN-S,Testing,0.965740835,0.372559834,ANN-S,Testing,0.994979793,0.033302548,ANN-S,Testing
636,0.642753586,0.605161862,ANN-S,Testing,0.610934646,0.639038714,ANN-S,Testing,0.961672062,0.388422669,ANN-S,Testing,0.991137593,0.04468381,ANN-S,Testing
637,0.564554245,0.737203157,ANN-S,Testing,0.563778216,0.706063593,ANN-S,Testing,0.966424021,0.360013209,ANN-S,Testing,0.990264017,0.04464828,ANN-S,Testing
638,0.529212628,0.680980458,ANN-S,Testing,0.677653895,0.510545656,ANN-S,Testing,0.960091234,0.39873275,ANN-S,Testing,0.9907989,0.044020529,ANN-S,Testing
639,0.643640434,0.561747454,ANN-S,Testing,0.655398797,0.51249258,ANN-S,Testing,0.958192961,0.404914778,ANN-S,Testing,0.992068367,0.039904583,ANN-S,Testing
640,0.622282842,0.63768147,ANN-S,Testing,0.701957503,0.524380986,ANN-S,Testing,0.960632668,0.388600531,ANN-S,Testing,0.988473104,0.048855471,ANN-S,Testing
641,0.637335319,0.642124914,ANN-S,Testing,0.645156437,0.575052691,ANN-S,Testing,0.964476615,0.374420965,ANN-S,Testing,0.987624696,0.050609133,ANN-S,Testing
642,0.582992937,0.623411177,ANN-S,Testing,0.680985692,0.49791389,ANN-S,Testing,0.964650678,0.375788609,ANN-S,Testing,0.988594538,0.048451634,ANN-S,Testing
643,0.63308967,0.619807386,ANN-S,Testing,0.707565465,0.478707976,ANN-S,Testing,0.950920019,0.423329042,ANN-S,Testing,0.992617151,0.037493661,ANN-S,Testing
644,0.636341377,0.669863297,ANN-S,Testing,0.652380533,0.630992932,ANN-S,Testing,0.962403053,0.388426939,ANN-S,Testing,0.990707852,0.04448176,ANN-S,Testing
645,0.552185221,0.609955132,ANN-S,Testing,0.6515323,0.633349469,ANN-S,Testing,0.965522179,0.377248456,ANN-S,Testing,0.993069616,0.038709688,ANN-S,Testing
646,0.624086641,0.715533542,ANN-S,Testing,0.672232756,0.504158032,ANN-S,Testing,0.962984657,0.385582872,ANN-S,Testing,0.989360739,0.046319764,ANN-S,Testing
647,0.597882053,0.7359377,ANN-S,Testing,0.648575226,0.516021537,ANN-S,Testing,0.954777035,0.417231266,ANN-S,Testing,0.991934568,0.041545429,ANN-S,Testing
648,0.601763648,0.682543187,ANN-S,Testing,0.681876445,0.549668289,ANN-S,Testing,0.959948301,0.394208341,ANN-S,Testing,0.990492972,0.043737839,ANN-S,Testing
649,0.663845024,0.595813237,ANN-S,Testing,0.661450749,0.544631945,ANN-S,Testing,0.955945126,0.419292432,ANN-S,Testing,0.990470423,0.043500501,ANN-S,Testing
650,0.618334023,0.651856547,ANN-S,Testing,0.648015439,0.627458268,ANN-S,Testing,0.963837153,0.388749296,ANN-S,Testing,0.991368259,0.044418033,ANN-S,Testing
651,0.593208113,0.589057266,ANN-S,Testing,0.714583059,0.460675436,ANN-S,Testing,0.972591131,0.340383707,ANN-S,Testing,0.986625286,0.050481306,ANN-S,Testing
652,0.571910072,0.725482414,ANN-S,Testing,0.701854427,0.514053154,ANN-S,Testing,0.966638586,0.367005555,ANN-S,Testing,0.986711027,0.051854099,ANN-S,Testing
653,0.630041358,0.648447249,ANN-S,Testing,0.670181181,0.557507468,ANN-S,Testing,0.952050747,0.431632667,ANN-S,Testing,0.990940114,0.041870245,ANN-S,Testing
654,0.611510563,0.608157198,ANN-S,Testing,0.585250402,0.595057113,ANN-S,Testing,0.966196399,0.361185057,ANN-S,Testing,0.991396882,0.044061346,ANN-S,Testing
655,0.659611341,0.556379284,ANN-S,Testing,0.666192864,0.542285539,ANN-S,Testing,0.961636471,0.386337675,ANN-S,Testing,0.988923162,0.049229212,ANN-S,Testing
656,0.593774278,0.731817733,ANN-S,Testing,0.710363247,0.492646575,ANN-S,Testing,0.965070239,0.371857177,ANN-S,Testing,0.991842937,0.0420269,ANN-S,Testing
657,0.684414246,0.605209845,ANN-S,Testing,0.666164072,0.545811032,ANN-S,Testing,0.96276395,0.391749591,ANN-S,Testing,0.988585735,0.050783876,ANN-S,Testing
658,0.65551601,0.547684649,ANN-S,Testing,0.658463666,0.58512385,ANN-S,Testing,0.963455588,0.388575226,ANN-S,Testing,0.99195986,0.041746054,ANN-S,Testing
659,0.701151677,0.473950508,ANN-S,Testing,0.602373113,0.70352061,ANN-S,Testing,0.949771196,0.433539198,ANN-S,Testing,0.989332258,0.048381983,ANN-S,Testing
660,0.665248057,0.546757444,ANN-S,Testing,0.602373113,0.70352061,ANN-S,Testing,0.967066835,0.366348667,ANN-S,Testing,0.990999214,0.043917939,ANN-S,Testing
661,0.860709646,0.402669142,ANN-D,Training,0.738199797,0.477809234,ANN-D,Training,0.949124495,0.453266432,ANN-D,Training,0.935964742,0.115348352,ANN-D,Training
662,0.804923292,0.484006968,ANN-D,Training,0.739312483,0.473870633,ANN-D,Training,0.96151622,0.391877865,ANN-D,Training,0.951500263,0.09910157,ANN-D,Training
663,0.825703547,0.460419142,ANN-D,Training,0.743941172,0.503125506,ANN-D,Training,0.951278928,0.442184126,ANN-D,Training,0.97164293,0.078400704,ANN-D,Training
664,0.848340737,0.414361145,ANN-D,Training,0.752935761,0.479832203,ANN-D,Training,0.958531937,0.407436978,ANN-D,Training,0.940672126,0.111000458,ANN-D,Training
665,0.803225092,0.472849615,ANN-D,Training,0.762185182,0.472045783,ANN-D,Training,0.953111626,0.432249891,ANN-D,Training,0.963601283,0.086797176,ANN-D,Training
666,0.810836531,0.458501989,ANN-D,Training,0.764225462,0.460359694,ANN-D,Training,0.955078519,0.425097224,ANN-D,Training,0.954533354,0.096653538,ANN-D,Training
667,0.84280931,0.403745001,ANN-D,Training,0.753281335,0.462718197,ANN-D,Training,0.958976437,0.407510131,ANN-D,Training,0.970900173,0.078620131,ANN-D,Training
668,0.841253009,0.422538425,ANN-D,Training,0.729505385,0.514652309,ANN-D,Training,0.955898279,0.420310046,ANN-D,Training,0.978619928,0.067079767,ANN-D,Training
669,0.841253009,0.422538425,ANN-D,Training,0.731883328,0.516392748,ANN-D,Training,0.955734595,0.422199783,ANN-D,Training,0.955148032,0.097905817,ANN-D,Training
670,0.813403647,0.451843756,ANN-D,Training,0.735640778,0.498813834,ANN-D,Training,0.959573001,0.40481536,ANN-D,Training,0.951415384,0.10140067,ANN-D,Training
671,0.828532273,0.429147199,ANN-D,Training,0.749442407,0.484580205,ANN-D,Training,0.949700912,0.449666652,ANN-D,Training,0.957767111,0.094549168,ANN-D,Training
672,0.804506705,0.472575678,ANN-D,Training,0.712866297,0.533071527,ANN-D,Training,0.955662483,0.421329123,ANN-D,Training,0.978091549,0.068158417,ANN-D,Training
673,0.821827711,0.443426592,ANN-D,Training,0.753306852,0.493530273,ANN-D,Training,0.95337869,0.437865804,ANN-D,Training,0.96797464,0.083362129,ANN-D,Training
674,0.738088378,0.522165092,ANN-D,Training,0.749518676,0.465881743,ANN-D,Training,0.948359037,0.454053861,ANN-D,Training,0.970260484,0.07896771,ANN-D,Training
675,0.806922846,0.476397471,ANN-D,Training,0.714865402,0.496324545,ANN-D,Training,0.948744683,0.450502766,ANN-D,Training,0.956528889,0.095579539,ANN-D,Training
676,0.752516413,0.497113819,ANN-D,Training,0.743721661,0.503679356,ANN-D,Training,0.955425079,0.422061812,ANN-D,Training,0.986464075,0.053750739,ANN-D,Training
677,0.843422629,0.396477572,ANN-D,Training,0.765603793,0.483182643,ANN-D,Training,0.956380769,0.420416856,ANN-D,Training,0.958075971,0.093669973,ANN-D,Training
678,0.863228176,0.381317169,ANN-D,Training,0.757111729,0.475800604,ANN-D,Training,0.96079815,0.398072568,ANN-D,Training,0.969448745,0.08076831,ANN-D,Training
679,0.831841427,0.430279779,ANN-D,Training,0.746874564,0.492095843,ANN-D,Training,0.957021235,0.414906855,ANN-D,Training,0.952939494,0.100441761,ANN-D,Training
680,0.829929989,0.428959276,ANN-D,Training,0.754843863,0.463107775,ANN-D,Training,0.957700214,0.408299785,ANN-D,Training,0.952182438,0.09882719,ANN-D,Training
681,0.841323668,0.430420127,ANN-D,Training,0.704364033,0.54344738,ANN-D,Training,0.957088906,0.410225927,ANN-D,Training,0.956865814,0.09673674,ANN-D,Training
682,0.831535608,0.41922122,ANN-D,Training,0.739248292,0.498484823,ANN-D,Training,0.949061745,0.450812427,ANN-D,Training,0.936713045,0.116152755,ANN-D,Training
683,0.80436007,0.458423284,ANN-D,Training,0.723649307,0.508207646,ANN-D,Training,0.953514915,0.433371897,ANN-D,Training,0.96994281,0.080580632,ANN-D,Training
684,0.822394924,0.449117782,ANN-D,Training,0.755607639,0.485412816,ANN-D,Training,0.958940822,0.40756724,ANN-D,Training,0.951424616,0.09986643,ANN-D,Training
685,0.80204654,0.477003458,ANN-D,Training,0.747110989,0.491347061,ANN-D,Training,0.953905516,0.428384086,ANN-D,Training,0.952332656,0.100332764,ANN-D,Training
686,0.803428061,0.446325151,ANN-D,Training,0.729040595,0.512514671,ANN-D,Training,0.94219687,0.48180921,ANN-D,Training,0.966374823,0.083728411,ANN-D,Training
687,0.830525463,0.424862489,ANN-D,Training,0.741241522,0.496143412,ANN-D,Training,0.951581992,0.437973859,ANN-D,Training,0.958803424,0.091904008,ANN-D,Training
688,0.830264913,0.44416211,ANN-D,Training,0.734622542,0.492503883,ANN-D,Training,0.941096244,0.482843364,ANN-D,Training,0.988922565,0.048046028,ANN-D,Training
689,0.819842719,0.465399448,ANN-D,Training,0.760065974,0.446416693,ANN-D,Training,0.966670764,0.368990579,ANN-D,Training,0.958708333,0.092552953,ANN-D,Training
690,0.879928449,0.372325651,ANN-D,Training,0.741751918,0.502449245,ANN-D,Training,0.953963575,0.427599736,ANN-D,Training,0.954661565,0.097396978,ANN-D,Training
691,0.533046285,0.63445159,ANN-D,Testing,0.658156452,0.619980844,ANN-D,Testing,0.94076154,0.480135062,ANN-D,Testing,0.939205603,0.115295067,ANN-D,Testing
692,0.730236241,0.451716052,ANN-D,Testing,0.606438671,0.67462466,ANN-D,Testing,0.959736102,0.402871615,ANN-D,Testing,0.948768836,0.109161009,ANN-D,Testing
693,0.76335646,0.406532576,ANN-D,Testing,0.655745817,0.518347873,ANN-D,Testing,0.94885348,0.44993932,ANN-D,Testing,0.970451324,0.075242117,ANN-D,Testing
694,0.521545777,0.678703715,ANN-D,Testing,0.674233183,0.556418256,ANN-D,Testing,0.95440337,0.426911513,ANN-D,Testing,0.940066593,0.114555508,ANN-D,Testing
695,0.611233553,0.607806679,ANN-D,Testing,0.669777153,0.555765922,ANN-D,Testing,0.94896454,0.454719589,ANN-D,Testing,0.962387428,0.091155559,ANN-D,Testing
696,0.671558999,0.58025153,ANN-D,Testing,0.588718671,0.657030283,ANN-D,Testing,0.954081828,0.425147015,ANN-D,Testing,0.95068694,0.10540357,ANN-D,Testing
697,0.654385166,0.656774592,ANN-D,Testing,0.566680008,0.703711271,ANN-D,Testing,0.95654971,0.409543871,ANN-D,Testing,0.971992142,0.075727701,ANN-D,Testing
698,0.620741445,0.61120928,ANN-D,Testing,0.662103814,0.522715065,ANN-D,Testing,0.946510539,0.461617084,ANN-D,Testing,0.9710751,0.078049713,ANN-D,Testing
699,0.620741445,0.61120928,ANN-D,Testing,0.721313215,0.460879482,ANN-D,Testing,0.949010518,0.447176755,ANN-D,Testing,0.951913918,0.098254209,ANN-D,Testing
700,0.63985676,0.622670189,ANN-D,Testing,0.696784965,0.528911738,ANN-D,Testing,0.954666941,0.417006582,ANN-D,Testing,0.954405879,0.097165355,ANN-D,Testing
701,0.741675005,0.541938623,ANN-D,Testing,0.674195816,0.551020178,ANN-D,Testing,0.945919623,0.461979645,ANN-D,Testing,0.953762718,0.097824381,ANN-D,Testing
702,0.616411588,0.597909727,ANN-D,Testing,0.696775097,0.485435567,ANN-D,Testing,0.950618167,0.444157165,ANN-D,Testing,0.976111456,0.070120796,ANN-D,Testing
703,0.770156068,0.490561317,ANN-D,Testing,0.65343555,0.521132718,ANN-D,Testing,0.946353027,0.442586824,ANN-D,Testing,0.968414041,0.077551979,ANN-D,Testing
704,0.711836232,0.59629192,ANN-D,Testing,0.602398006,0.674833644,ANN-D,Testing,0.94240367,0.480762357,ANN-D,Testing,0.968322927,0.082128978,ANN-D,Testing
705,0.702705464,0.496983697,ANN-D,Testing,0.634537124,0.648610209,ANN-D,Testing,0.941285655,0.492299816,ANN-D,Testing,0.957271101,0.0950747,ANN-D,Testing
706,0.706660782,0.632078739,ANN-D,Testing,0.675156493,0.501904409,ANN-D,Testing,0.952937149,0.434776398,ANN-D,Testing,0.983738526,0.057265172,ANN-D,Testing
707,0.572642037,0.758682773,ANN-D,Testing,0.638847599,0.523114663,ANN-D,Testing,0.952429973,0.427921421,ANN-D,Testing,0.959289164,0.093339281,ANN-D,Testing
708,0.659533799,0.631097831,ANN-D,Testing,0.643938193,0.581521083,ANN-D,Testing,0.951909201,0.431962784,ANN-D,Testing,0.970261714,0.077355805,ANN-D,Testing
709,0.762390893,0.500924089,ANN-D,Testing,0.666153741,0.54083581,ANN-D,Testing,0.946136821,0.463624132,ANN-D,Testing,0.953723951,0.095859593,ANN-D,Testing
710,0.693555681,0.584098505,ANN-D,Testing,0.602095399,0.667133148,ANN-D,Testing,0.955327575,0.432073944,ANN-D,Testing,0.948769146,0.108212121,ANN-D,Testing
711,0.646070578,0.549451937,ANN-D,Testing,0.740477094,0.439281617,ANN-D,Testing,0.953649919,0.44263775,ANN-D,Testing,0.956830588,0.090693548,ANN-D,Testing
712,0.701764109,0.605535122,ANN-D,Testing,0.678527199,0.533784505,ANN-D,Testing,0.945290683,0.469981821,ANN-D,Testing,0.937149575,0.112769458,ANN-D,Testing
713,0.697137699,0.586706193,ANN-D,Testing,0.613868265,0.60322693,ANN-D,Testing,0.947232066,0.452802096,ANN-D,Testing,0.968967259,0.077491525,ANN-D,Testing
714,0.776337837,0.46144772,ANN-D,Testing,0.616486153,0.572210982,ANN-D,Testing,0.955673854,0.413597857,ANN-D,Testing,0.952006152,0.104069295,ANN-D,Testing
715,0.724862982,0.500216397,ANN-D,Testing,0.669736263,0.53939965,ANN-D,Testing,0.948400842,0.457842858,ANN-D,Testing,0.949614931,0.102460097,ANN-D,Testing
716,0.616567056,0.710990719,ANN-D,Testing,0.700179407,0.501232661,ANN-D,Testing,0.937821933,0.496131695,ANN-D,Testing,0.962935269,0.089586151,ANN-D,Testing
717,0.597382642,0.683586593,ANN-D,Testing,0.646194949,0.561898388,ANN-D,Testing,0.946863781,0.467974376,ANN-D,Testing,0.955192586,0.100618259,ANN-D,Testing
718,0.683219853,0.525200372,ANN-D,Testing,0.64152526,0.599457811,ANN-D,Testing,0.934760787,0.519181221,ANN-D,Testing,0.982044129,0.062385961,ANN-D,Testing
719,0.740814479,0.441380305,ANN-D,Testing,0.605640335,0.700624303,ANN-D,Testing,0.961673153,0.378707143,ANN-D,Testing,0.956211449,0.098022937,ANN-D,Testing
720,0.716087575,0.50353,ANN-D,Testing,0.699334745,0.49456283,ANN-D,Testing,0.948838933,0.456612379,ANN-D,Testing,0.95441776,0.098832448,ANN-D,Testing
